mbid,total_listen_count,total_user_count
803e0f60-aaee-416d-bfef-2dcc3e6ef3d5,3941,1161
c5c387ab-bd39-4a01-b9a0-b7c1da62ad13,5910,1430
41243fe4-de23-4007-878f-8fa5227d8161,3643,941
eb5ea3b1-2220-47f0-9c12-9ae0030de936,1,1
ce6710f2-d835-42c4-ad88-73021f2703e2,2396,876
8049d671-45fb-4a66-9632-274cd4ac05a9,4804,1881
5787aee9-30f5-4bcb-882a-61bee4321ae7,1416,488
81f36901-02aa-4e51-a6be-b21e6bfdd37a,1,1
a595ab8f-0138-4201-a28b-cc36b6708b17,3977,962
74115532-f546-45e3-82a4-fea6b869df0d,1957,703
160a95e5-823b-4943-a420-d0077077f161,2121,537
b08fcca3-6228-4a5e-8d55-4761cf2886c2,413,209
b46a8514-ce29-4532-bda3-a5143b81f0a5,1181,508
88f589a3-f19c-4628-be18-2b6875a443ce,1577,528
269e67ee-057f-428d-967f-204a0f2e95ad,4974,2147
22ae7cc0-4fd6-4d22-9b6b-6985be53cd88,2949,917
a4e2e8ef-5644-4bfb-bc61-19b67eea40cb,90,36
3c4405aa-941e-40bb-8d36-9cbc42da508b,693,212
17696b83-70af-482b-a647-da76aaf18d50,341,124
f51cc2ba-ca93-487f-8df4-a5fc3eb05287,941,298
8cf26ba4-2675-42e7-96a4-14bcdb25ba75,906,337
5e75a9b3-ba7a-44ac-bf8c-6a03943b38b2,1157,600
c817be60-5c49-4495-bb71-846d35112d3c,1359,519
fc7f8c5d-e70d-4ec2-85ac-d7090b5060b3,1267,461
852295c4-b74f-4983-ac59-4efc0d7634cb,41,25
2d811af2-d8eb-483d-a5c3-c61d0564f6d6,3309,1111
08adde1d-1545-451b-a5b6-f8fa7aee6b14,671,135
067aede3-3c2c-431f-82f8-7af64f06a5ee,2966,822
da77b4e4-09da-4427-89e8-af4a7e76e93f,2813,902
319dd701-90c5-4545-8e02-02e7160aa321,1239,391
f822acc8-adff-43c8-978c-db8e167e8c4b,997,291
04236a3d-d462-4e55-adb9-2d38236704a9,3916,753
56f871af-6851-4ab1-b53f-513168592bc9,20080,3716
b1960e79-deaa-4f4b-9bd0-4b7756872c99,10438,2319
d20e9de2-cb0b-41f5-af0b-20183a6182eb,9,5
9ac0a62d-a15d-44dc-84d9-5793cd408824,6872,2144
0da398ac-a08e-471a-b739-affbd7db7066,6568,1867
056e4243-f165-488e-8b4a-71baba3c8254,5800,1841
811aa868-e5cb-4528-9b20-6d5bbbf32a05,10495,1644
8f8fe639-08c9-48b0-89cc-90fc99575a7c,1058,299
0b3ea3cc-bd14-4061-8650-f2523ad7cf8d,1212,323
4083eb8d-eb68-4fe0-be9d-d0d5a6686717,336,63
697029a1-3a52-4621-9d22-4c534fe5693e,5577,1668
941fcb2b-6e1d-4693-8216-88ec40d9465c,2053,496
82e9c755-6081-4ecf-a16c-2de6f50d77bc,2161,505
33fb13a1-596a-47f6-b903-e6329f69a82e,161,39
2d2160d4-8f79-4b20-a8e1-c09d7ff404bc,21029,4790
08e9197d-8745-4933-a60a-52b947f2cddb,3727,688
f68b7fee-9413-459e-acdf-f69663cba847,6947,1075
b5a5af57-2d14-4855-8c4e-53701904dd09,2009,263
107afb29-01c2-40cb-a3af-204ddfd76d90,5418,958
8642fe98-0c1a-4501-b538-4c7e9c9ee37a,5168,650
ad2c3c9b-d7a0-4b38-b0f6-37d1431be7a2,3610,1366
4f5580c2-739c-4ebc-bf0c-36250e83e9f6,83,34
7fd4c608-0fec-4f05-b4e5-05afd6844ebb,2685,473
2c26af19-7e93-4671-907d-a2cdb664f0f0,7039,1716
3ec08fc6-0ce7-4345-bc27-2e6dab8a3f5f,917,335
a12e1b7e-870f-4a2d-8ebf-e4209631a082,486,152
2a4b086a-ab37-4a3f-9507-39a4e1839081,8367,2730
6f073923-b867-4f42-b076-cba71605e704,5402,1211
571a0afd-0f0d-4a11-a52f-94515eb6a9bd,1642,356
5dfc4d5f-1c3c-4fd5-a558-7c312cf37046,7585,2228
102ba88b-2fe5-434e-928e-251c727b0649,123,58
dc272885-8a17-482c-bd74-f8368c7f3fa2,4363,1587
847b5a48-bae3-4c6f-8fcc-d64e73e2dc0b,385,191
757b3b10-2025-497a-9111-1b1241c468d1,3754,993
b255461e-e49c-4c0b-a78f-e98343cdf12c,2518,595
62eaf63c-58de-46d5-a750-7e0e9c95efe3,801,209
bdec9b2d-63d0-4ff4-9d59-2bff1fd0d3ce,2795,706
5d9f220e-c416-4fbc-ae92-f27d6797e068,2412,572
1ec429b2-94f0-47ff-8ce6-782f4a0135b0,1165,311
944e00b8-e467-4aa7-9a32-70feaa1efe35,1,1
2b976435-0593-4af1-98a4-8e1f620ee0e7,28112,7395
4079ddc8-375d-480f-b5f3-93a24220ac39,10326,1385
54d06cc2-2ca9-402b-984b-16f2d957115d,4592,499
73d7e82c-8f5c-47c3-af03-8b3fb78e38f3,7243,1081
ef2d283c-7759-497d-a765-af9596551201,7270,1090
23f6aa7e-c7f8-4f5f-b80c-e92d84109245,2596,583
acfacf43-bff9-4f9e-8f50-2e57ed517c5a,24250,5186
6ccbb2f8-25b5-44fe-976d-45ac8aac74c0,23175,5152
3ddbbe1b-ef6c-460a-be00-9f991b896d56,7651,855
9c05449f-5af9-4d76-a402-fafa854cad27,3326,882
2b5d4937-3866-49fc-815b-c41fda120b24,5372,1122
24fe2449-5d53-4122-8fc2-a116ca2dbe8e,12684,3618
f3b11704-6288-4320-81d5-e992c2ed432e,20589,2902
cd6ee942-f42a-48bc-b86c-52bd5fbd46a5,1035,213
3d9c6b7c-3bbd-4856-a4cc-047835a1b629,1,1
389429dd-d726-4a46-8f7e-411bebe1ba3e,12234,2283
37f5c9e3-1f2b-49dd-9531-45e1d065241f,7089,1377
3ac582c2-18e9-4935-a518-f57f27d1c0f3,20014,3868
2ee282d3-e675-4423-bfa3-9679b6cac58f,8655,1592
480f7f40-3636-4605-97ed-5ff2c6ec080b,1236,380
3b305476-2949-4bcb-a7be-475f87e2ab5f,1392,405
24440fa6-2dad-4547-a3e8-cfa8a70a7d58,1331,258
27d01057-5e23-4d99-ad1a-2da56aef007d,231,82
d73c1e29-4300-4f7e-93ef-94db8e9d30b9,1574,284
5d20cdc0-55d6-4ebf-a48d-d75f596f5863,4685,590
758ac92e-b10f-471e-9df4-4cf2a51acb88,1079,266
10bd3340-f10a-4896-aabb-3a939dffd264,2596,888
076a0320-2731-4fae-b9a5-717b58a466e9,7477,2565
8678ec4c-850d-4c6e-9505-1824dc6a7671,743,192
eb7bee15-550f-4c41-8381-47d4a1304f8d,1,1
3fe58183-c681-4891-9785-fc4ab0d06e29,10154,2943
a40f3d7f-9856-457e-a80b-0e69bcec04b8,4364,1218
61738def-21e4-434a-919c-284edb8fdddb,130,36
41210573-0c33-4581-b013-c68f38b65e83,3998,1142
6966e0a5-0c6a-477f-9217-6c5603fd5e8a,3414,981
323d5751-e51e-4637-b9bb-7759918184e7,81,21
0b0e9e2c-8a4c-47b6-a7ea-b7782b98e9be,21138,6602
c082e4f6-cc13-49b5-a6b8-7ec9c21f7504,106,24
144a1c1e-2046-4d96-aaa7-c6374d174c62,6559,2448
ecfc96f4-2f4b-4072-be89-fd2761c319ef,6,2
eebf9ef8-1bab-4251-a65f-cec5e93e868c,37,30
083c257b-a19e-412a-be18-b72fd9b816c6,6024,404
d2e75477-35a4-4189-87b6-566622d7be27,3039,235
26ef774e-fed5-4370-a86b-a768e6ad02d5,245,96
5378b4fa-2a3b-435b-b2b8-1cfa3557bacd,4189,1389
b72c2aeb-b5c9-41cd-a2de-f8a0de4b6be2,4460,1773
0321df7c-7bbf-4093-a007-2ab0f6aa950a,7519,2758
0264edec-5537-423e-a8f1-e0a6f936f7e0,95,59
302e7e7b-1945-4343-b0ce-02f4237c669e,20247,6794
6fa7b9d8-b7cf-4c8a-ad43-4da2db5c9310,975,258
127909b7-e88f-4c9e-88a4-2a6dd2033b98,1658,421
6f472602-29bf-43cf-a6ce-9ee146e635a3,308,56
54d743bd-4650-4c4b-a08c-72d13fc6e532,66,34
076bfc30-9313-4e36-acdb-af5f2f31d175,123,60
04f78f3a-3ae4-4f0f-b79d-8f2ac872456c,144,67
a40dba11-a450-4762-bba9-d805a443cd30,7,1
274c905d-9b5e-4f3a-9962-983527278c21,517,155
bdd5c781-26f3-44d8-a9b4-402346e66832,133,41
7260837f-f503-44ef-bdcc-df9a2ad977b1,7,6
ef75d964-2fcf-4093-a213-3410a89d667a,430,130
ee4c81e6-7e73-4381-883b-51c67eb08ba8,40,24
590cba14-dfd0-4d81-9cae-6b40c1ef84f3,403,111
dd04e501-3b3b-4eef-85ec-6e83859bada5,121,45
b062e364-2ffa-4295-a4db-813c5e776ed7,225,116
b5e49713-d8cb-4237-88ed-6dc41201f2ff,308,96
c0425540-3323-43ac-b505-23818f8f6839,66,20
fec912f7-e73d-4947-9226-6573117d4172,41,13
b08f05f4-add5-40bd-afab-9d2d218d020f,284,100
a99b5b41-baa4-4a23-b99a-00ef0b18b348,504,152
d56b3c2e-838e-48d4-86a7-b1a622bc984c,53,19
622ac66a-ce0b-4ec4-a17f-5c2990d21eb7,63,28
3162520b-c6de-4640-b2d2-da4dc4a982ca,54,16
8a7dbc18-22de-40eb-8f2a-ce521b2b1f6d,23,11
7d412761-1ab3-4cb9-870f-d14dd248e143,59,26
d4c92508-dd50-49bc-bfef-abbf120bab89,438,148
d933b5e7-61fb-432b-83c4-3de6d50c52a3,402,99
469d584b-4523-4037-a47c-8f7600b6445b,1235,321
cd6841d5-217c-44cf-98ef-b459ee6aff1e,83,29
c7c7808e-ff5a-4996-a97f-44a9ba3bd2d0,539,153
8020551b-db08-4f95-b9b7-04046b69fb29,171,52
db1a9108-1253-498d-b78d-74a8585d73a1,6460,1917
5feb29da-4873-4db6-b858-6a572ecb63bd,12224,4037
20f53ffa-e296-459d-b178-866024a4aeb1,18,11
1167a708-2011-4712-a076-34d6715f2783,11,5
aa3d8d5d-dfa3-4029-8cff-3fd6e8f577d4,390,103
eb196a55-ff27-4e83-a402-11588521081f,285,29
fc4297b9-0b23-4f7c-bd7c-e0c330201583,14,6
b9da6b3f-5694-493a-9b34-c88469936c01,37246,5016
f01a894b-71d1-47c0-b1f8-9e3da237d562,6714,1354
705007c9-5a2f-429c-98bc-f656a4794a62,305,147
945ee426-3393-4dd7-9fa5-b421b0e96938,35219,5208
117aac18-f40f-4482-bba9-41bbdff13746,300,132
a2941d89-4026-4c5c-b5ec-0a4154e03a5c,1755,329
e99c8c68-9dae-4e24-a080-3b81b4203eda,5974,1243
3832dd08-8c8d-4705-af71-eafe268a8409,81731,10875
f40589de-e5d0-4b74-bffa-878d20d746ee,92880,11848
21027adb-04d0-4cb0-a7d8-5f938acef6c3,93359,11808
471c0058-4404-4d5b-9061-975a2f67e5cc,258,78
77c38391-b751-4817-b34a-7a70f2547512,6221,1270
f5fdfb87-ded8-4583-8a9c-305c7b866254,10662,1893
4c534a77-cd88-4608-a3a3-8fb28280ce25,626,221
ebf3974b-5224-40c2-a75a-4036f759be9f,1071,154
f607d279-0fa4-4185-9b4b-ac1d8c7fe7d0,3907,1041
526dbbe9-8d3f-4816-bdd5-d3d2579f30a8,6248,1595
3a4ad926-36b6-452e-88ba-13e0fad2619c,537,207
4f36c333-b768-4194-a2df-5e73b1e368ca,28341,7093
f187ed43-db2c-4212-b728-cc1ba3b5351c,94,48
2c62ac92-5525-4c56-872a-6c21ddf52238,16543,3332
a5a35751-662f-4645-a080-31f56f3d8466,30,18
9075caf0-4bd9-4fa7-bb61-b77becf606f1,34,5
1eb573ff-fab2-4df2-a053-d6a8fdae95bc,1331,398
5174cc30-1425-4fbb-9239-b0d9ce678129,8,4
b34060a5-af2f-44a0-bff2-e54e1681817e,5,4
f32d973a-9aef-4d95-ae32-93d75618219b,35,9
d78ff084-ab1e-4d77-816b-bab38c54b9a9,10,5
874ebd73-2ac4-42a7-886c-d5428d094138,13,7
c0fda4a1-738c-4ec5-8fb6-2de7d9c6d1a4,537,118
3d3b3648-c8c4-424f-9dc9-94b2dd39c939,251,70
675e5f8d-2f64-4f0e-bdbc-faa9a73c1f54,439,71
d52fd30e-d049-4f41-95de-548ea0c90e0c,339,81
a6f35f43-4b69-4061-92f4-01c943c3b474,310,69
5a44ee76-2967-405c-b781-1877f4966d1c,33,1
4f4e4586-9239-4ee6-b3af-cb3a8b562f79,29,1
9f07092f-4e98-44be-b067-5f39d2cc078f,29,1
846106f3-8f6c-48d9-8a84-5ccabb2b7124,2498,548
c3b35851-3092-4976-99e0-a6c3bb2beadb,609,282
fc51c8d8-32c1-48cd-ae9b-a1843310bc22,8270,2700
7d902417-af0f-4c6b-95f1-39b66dcdeacf,27536,6178
f13f6d39-6b51-40a4-a1f2-d30bff5cc535,2094,842
ffd4c61b-2c33-4d0c-ae55-27f685157e0f,746,219
bdf8b3ad-d9fe-4514-a919-1e263fd03f99,7900,2546
39662421-1715-4380-b897-1cfdde18132c,12260,4220
f6576fee-e5e7-426c-b4e3-2f2b892ed6ef,50,20
61cd4303-80c2-43a6-a0d3-e6f4b2fe9b59,10930,3382
80858824-0673-4b83-a267-10aa9575b145,17801,4895
92d466ef-f496-4bb1-8051-48f362a36adb,1436,331
08e3f11b-eb19-49b7-b5bd-15ad34692982,6,1
74bda2f1-9ca8-453e-a35c-079bd98bd981,19,1
9f971795-8401-4c62-bd3b-2b82100382ed,103,43
521d7fb9-3d41-4951-b55c-856206f6c641,8,5
e201fe74-ef92-4da5-9872-86c608f404ce,16323,2574
d97b8c4b-ab5c-48b6-86c4-a77b0f4094da,10,2
86fcda2e-e20a-48c3-94e0-d43641a40b8c,198,83
917e974b-7648-499d-b682-ae4d7464ac5a,136,78
6cb57dc2-7296-4400-9662-84dc7c6c0521,5,4
77ecb8b3-fadc-4c7f-bee5-0a82212cd166,652,291
1c420618-c696-4184-8325-8d53531702f6,3027,1021
78b0da87-61ce-4909-acfc-7b8dafbde436,2015,691
5b657526-1a50-4243-8cd5-96819f5fa9d7,1593,340
92ad9166-50da-476e-aeda-f773f2bc65c7,24092,7084
2bff245e-196a-4abc-95c3-10979ac23613,2400,857
d815da8c-a0e0-4464-a790-de74f1e507a3,712,205
26d1ea33-240e-408d-b851-c56fbe39b235,1810,555
39bc1a2e-229e-4ec8-90ea-266859991f74,7685,2206
1107e8cd-bcd6-4497-94a6-080edad27cfc,25130,8305
b570aa11-5efe-4af3-af40-380cd7fe7c08,4745,875
df273c5f-f4e1-4bae-829c-1a9aebfc132e,187,41
ca1131c0-6465-4fba-81a2-200517ba4084,9564,3133
01a94dad-f4c8-41f2-8807-7768e94212ff,45,32
b9a61ef2-d934-4985-acb3-c9de302bbf42,3,1
e2956ecf-0425-4fad-8fa3-d6a40e8dadae,5,2
3a587b67-6181-4201-bfd9-4c463acfcb7c,14424,4319
b8e71703-5f13-40c3-b2e0-9b9466d36f4b,14090,4367
631d9ac9-74ea-407c-9ab0-e825d03ad9e6,12211,4010
b6dda9c2-210d-47e8-8b1c-20f7b56de277,2660,819
ef49dc1e-136b-495a-b386-ee809bcb409c,3122,1111
54aa98de-0ebe-4cc7-8da5-4ca9560f3832,2169,806
d1650409-0282-4a07-80b0-2fbf03d495a6,1835,793
2e385029-7c2e-4ef6-a45f-77430e88e696,4902,1430
e2678c4a-764f-4af7-aab9-5d3c1d3671ee,174,56
f2c096d4-5a8d-4b69-8656-8d69a23912af,233,43
def1b826-1f7a-4f44-b5cd-0b1a4488b260,87,39
d0359347-82b6-4710-a6ac-f647a80b907e,105,38
5f7135f9-3444-4e85-83ae-5c7e68d62f2d,93,37
6647228b-ff4f-43ab-89fc-a294f767381d,106,37
7dee9113-7f26-44ce-9157-2fca1c6367ab,12698,4148
a732e41a-6957-4af4-83c1-07135f0b2e83,1771,601
ede70bd7-9ba1-45d4-a1a5-daf534a4ef0a,4947,1525
554d73b3-ae2b-4c8e-b688-3bf0fb45bf74,2724,917
5a252f8d-e575-4715-ab3f-a2f37cea2f8d,9926,2755
4bf7a38d-c0a7-40b3-a37a-02c29ac030f6,35548,8192
b5578006-90a1-45c6-b898-99df68121044,22989,6978
adcad6cd-1a35-41e6-a415-e71862315314,59372,11397
bd49b244-6185-4ecf-9989-b07c17a8b7da,4712,1302
cc98333b-8e2c-4f3c-ac16-ebdbceb55e16,5690,1751
ea6b06b2-c61f-4c29-bc4d-a0a8e5401085,79,32
68fd766f-5d92-4d50-83e3-0ab092c5cd81,2600,1092
b6056ae7-dd3a-4d23-9099-9d18bbdc9229,2254,892
0be174a3-6476-48e3-a52c-0eabb610df9d,10750,2691
ddc18a43-6dff-4b61-9e2a-4caa4400b9a8,26827,5837
27caf3a5-ea9a-4e25-a611-96ef2e34a6d6,16797,4558
541e8781-9892-4da5-8d98-afb3a277327e,43617,9670
cbed62d0-601e-44f6-9ca5-33e7bb35b0dd,321,136
bd1fee3e-4c47-4e96-a766-7d460d30c049,1,1
3977dcef-2caa-4044-b3e3-3128553dfde2,1,1
8b2b5c3c-66c5-47d6-996a-4566858a061c,1,1
145578b8-906f-47d6-a579-654f07834876,221,77
64499c66-d14a-4e7a-8146-64b5f406bb72,450,70
e7adf136-718b-4ed2-a004-c4edcc593f09,7704,1497
c2ef2ba0-0f7a-4746-a409-6a9c8a9a3f8c,19064,4905
b751824d-a1e7-4c10-b16c-64f40c9e25fb,6370,1770
bd1e501c-2095-4104-b1e4-c2bd1d19d13b,7925,1847
9ff9f1a5-bdeb-4bea-8d87-702408c9f410,94306,9752
c6c891ee-294d-4d5b-b9c0-77b00ed26579,6385,2106
29b3e2d4-dfac-4be9-b978-a4995e8e0df8,3425,1234
d65127d3-2655-4345-bb45-b90815cf35d3,7161,2432
90b2cc71-2721-4815-8b12-db5ae47bd5e6,7350,1282
4c0dcb7f-67bd-494c-8914-181bb63c0990,731,295
d193b60e-cdac-435f-bf1f-bc3a80692b0c,4585,1682
dae494fb-aa9d-4532-984c-c5e1d0ab10a8,4513,1508
98844dd3-a8dc-4249-ad47-aa6014b5c8a6,494,215
771284d2-4021-450a-bb3b-afb845ea157e,5898,1994
264de14e-8d43-4fca-b6e1-fc82c3b32de8,369,140
4ac9bf30-dcb2-40a0-b855-a1af8f25ffda,210,88
d2c6f717-ca7a-4e75-8752-bc2fb8f6bd55,395,118
d97579cd-7084-4d2b-a8c3-7ebef2173147,242,99
b932cb11-68e7-4870-9a7d-f65a609f573a,8822,3113
3cf8718f-5846-4075-b67f-5b5f9c52560a,78560,12649
c8cf09e2-42c2-4cf1-bdc7-3977b36f763c,55422,11299
3f59421a-4e69-4ebf-aa12-2b546d5955fe,17458,5588
10aab15f-ec3d-4c6d-854d-4d54bc007d24,12728,4104
d191aa3b-5317-49cd-88a3-35e8c1db6b1d,19078,5914
e77c9c39-767c-4d5b-b8cc-baa3b70de723,771,245
c77d2154-63ba-4c42-bf5a-ccffce10ad18,11,6
5920fa27-1a2b-4cd8-ae88-0de51cd10fd3,1121,488
aa85a265-92dd-4844-ae01-14c17868d09c,52,35
fa02abf7-a5a6-45c8-8216-13b7353d234b,11999,3855
0251301e-fdac-4185-8650-831e204c6167,6197,1655
7b795201-aadf-440a-a284-c9db97be0ac5,7271,2167
085e25ff-b17f-4cac-89a5-76847b9d6abe,1286,412
73ec1a94-8ab4-4f5e-8f34-fa4ae8c300c3,1387,414
9bc35c9d-23de-43c4-b776-3df5cfcbd1f8,48827,10597
4558086b-04c9-4a34-b415-4956bb06df5c,71,19
2d3556d1-d4e9-4d6c-a7ac-fbcd147d7815,2628,932
e78bd5b4-5af4-45e9-b53a-363568126c59,2737,1001
2e863581-e5eb-4031-a6bb-553261c87487,628,239
156c63da-4b29-41af-b8fb-4ce18273a763,6,3
00385ce1-9759-4cc5-8a2a-ac59733febd0,9,6
36718959-40dd-4f5f-94de-764665357c15,4,3
f65ef47b-1a66-4820-89ad-ec59ffe8a16c,29,15
1809ee25-963e-4f29-9835-d414037b1ab3,3,3
a8186817-5c3f-4c19-bb21-81d6dd4023e9,8,5
c13b09cb-8a44-46d7-9734-37a7774a8874,27,14
2e10e3e8-65b7-4ed1-bce3-7aa9c63c2804,19,11
45ba394b-5fee-4e09-bdde-b2e7f49512fe,7872,2126
b6bd07e7-fa1d-43e7-97c8-ac590cdc37c2,15954,4104
b6c1c7d2-5741-46ee-be0e-b6d08a9548d0,189,60
1d189e48-ba35-4c20-8b25-862fc9e8beb7,17330,3732
be5202bf-a417-4c08-8f56-7e081fae59d2,4658,1332
88975d87-e5f5-46b5-bf3c-2634950482ce,6997,1827
805cdfb0-b795-4544-9daf-53a0795bf5d1,87600,17289
8caacfd5-543f-45df-9d67-8e199ac2492f,109524,19710
78d6847f-e833-4ddf-be96-aa42d4ec4e33,1066,269
f22575ad-db66-438a-aa11-1a1a7a37edae,3648,994
bc72d254-6dd6-44cb-b339-64bf688d0ca4,1,1
a1e5bb31-e959-4a80-b45c-0bc6cb201772,2044,755
443fa62e-19b5-4507-8f99-3a0464ad6402,6567,1093
95bbd601-d219-434f-a225-3fababfb87e6,16972,4742
4d7ba6cb-402d-41de-8781-0123c28706d8,73748,14517
d453cdb5-e557-48a3-a629-1db7fb6cedfd,7504,2057
4b016a1d-8f11-4e27-be76-b51c3f4eb251,7603,2256
eb271255-f28e-47f7-9d7c-751424e00201,987,206
9aef42a0-9f22-4069-bcb9-f053d77f7f98,8381,2498
46fa814a-eb4a-4954-9ba3-389b41ba3cd8,18,9
79db5a05-14a9-4e57-9483-5e2715955ebd,25,10
58fe7587-b8c7-4d18-9936-c9b7f9229e9b,3,3
cd2af1e6-5579-4266-a78c-5417dc85fcc0,3,3
dc85e4eb-b6e5-4a9a-9036-e006a09417eb,2,1
14b8bb83-0bb3-4c8d-8d9d-659b4e73efef,2862,437
1bfd4bff-0ebc-4914-97d3-e6a0e7d13350,2702,425
ffcc3f92-b44c-406d-965b-f559ce4d5e37,1,1
9ae2bc3d-2253-4d45-ac86-fc09aef0693e,1,1
92564f30-e070-400b-8ce9-e02c7af22a1e,7242,1731
e5db1b9d-6dcc-487b-9f70-e0b35d589f89,8957,2569
28da8b41-f2c3-45fc-a52f-2f21f306e64d,38511,8527
fcb6e34a-940e-4058-9692-be55932747d3,4460,1019
06a4f383-5324-4200-9a12-4e1af2b8bc64,529,180
c5a8f334-ec63-464d-9a18-05e33d48a97d,24697,4619
25b5a893-b062-4760-9389-350539d7fd61,1557,571
90ffa811-d1b4-435f-bca8-b1a04588116a,1504,377
d1ea9be5-2f01-474e-bd26-0ac7620d66ca,1668,548
2fbba59f-57d2-4b7d-9728-5498f69fc033,19981,4618
a7c661ac-02e1-4f58-8aa7-f90b03a4a7a5,20964,4314
d02e8a5c-9edb-49cb-adbb-ea97adcda542,18649,4807
3df517e2-fa3b-4ade-96b7-a9c35f779c1d,19273,4431
878194fc-a3fa-4907-ba57-e393c6abae30,340,125
ca8d8ae7-7c53-4304-bd72-6f24f6d57ebd,859,339
d4a1ac74-7b35-47b9-888a-e4f33e0e1e0a,115354,19636
bbb0f0a5-16bf-4ca2-8b60-0e4d2fd074c9,12396,2798
810b7200-81d0-432c-8f11-048eec60c94a,8472,2113
01597643-f45f-47c6-a587-a13a8cc537ff,2873,974
c08104be-f9bc-46f5-ae88-065e894d1076,13114,3962
0bb5a81c-8088-4bf8-9a30-b25d84134bb4,3526,1069
4cafebf1-d6b0-4fb1-8f29-7bc8bc1131a9,12,9
617954f2-d7dd-497c-867a-f30e04f1ecb4,7,4
fc1cddc7-eb82-4d74-a869-3088772d1a3c,3853,1349
1c529fb1-e95c-4169-8d3e-e4051ee30411,2714,1120
5f8fd3d7-9b7a-43f7-b420-6b298439420e,11,6
e7b3dfe9-9f67-4238-8ddd-b4a3442253bc,7,5
1708aef5-24a7-4629-8526-75dec9fa328d,10,7
3115d85d-5892-4522-b9ea-d901661fd2ba,312147,66186
7f113271-a196-4b25-a63f-f930288766b2,3159,1079
39b646d6-e595-4325-a242-f995436085c5,8461,2750
59738271-05ec-41ba-9fef-a0c86672affa,331,133
258ec93e-ed00-4529-a67e-dc7514c275a6,509,209
19f1fc8c-3ae9-4c0c-971d-4c290f171544,55846,8634
beae5728-0fed-4e73-b0f9-c1776118d303,64481,14525
6756fca0-698b-4873-b604-01c6bef5383b,10539,1440
04508c77-0f12-452e-96a6-ea8056327d27,48596,12238
d7d4674a-d6f5-47ee-8bc6-648621371cec,78080,14418
3f7d9629-5fab-49ac-84c3-edcc9276b210,14874,4574
49f08069-214a-493b-90b3-3e4937d2546a,1819,529
3ef125de-9592-4319-a992-affd8d814262,4124,956
2e13c11a-aa94-493e-877d-64e25d7204ef,115,29
54437644-4aef-4147-8ad7-079dd400cc21,3,2
9cd7292d-0484-4530-89f9-7a779f703b1e,282,94
87b14099-de8c-4a34-830d-0ed961060a15,70,38
fd7c2418-ee42-44fc-8f54-06239f563ee8,6,2
42eedb7a-f840-4b4c-85c9-de4636287da5,77,52
00dc8935-d1e3-4c12-97cb-17b5202534e0,1,1
0352d8ec-1030-4dd1-86a4-eaec469aea94,850,161
f8419568-6a51-45f7-86b7-52ea83f7befd,3560,989
b5dfa952-f5d9-4c39-9f5f-608623fa1701,2774,825
1ae8561b-8133-4b88-a60f-cc528d3a75e1,2763,841
94c5b52b-1c00-499d-91ff-7526885c2d8a,741,176
888bd47a-f32f-4732-96eb-fd55a276169c,12191,2884
25e5a3ed-70bb-410c-bada-65faa75689ad,8267,2186
de651e6e-e3e3-4cba-b99e-fc498487f8a8,39673,4537
b072bc10-1f90-4e27-ae21-75e254a8a549,6308,1973
fa8e0933-e5f0-4579-93d9-9d366e9e7cc7,7576,1805
bc66d275-bd49-4779-b34a-9b9467dbf7a6,2074,921
ee642914-af13-4797-9acb-c98f0f17e1d4,3208,1145
9f392bd2-bbc7-4988-8ffc-4d5a1b79ec8f,1853,701
9425b06a-6018-4f89-bcd7-2af5ccb37999,1812,608
e265c660-773d-498e-94c2-7c7b417c7fe3,6532,2091
edf6ce58-f030-4daf-b0d7-c72d7a0e1504,2255,657
51130cf7-38fc-493a-a1c2-731b5fe84037,6916,1667
b8a703af-5416-46e0-a7c2-d504b2010a1a,31302,7408
f53fb9a1-2adc-4804-ab8e-d21e2e0c1203,24691,6568
0bc35fd2-54c4-4189-bba2-0af130971246,2060,751
8fa5fede-9bbe-4b53-9f4e-4b3daf6c0b66,2776,1212
df2c2b04-d2a7-49ef-89f8-9e53d92beb9d,65743,14124
de8a22dd-1a11-4dfc-b4ef-d8117d2b1032,1837,639
80fdd152-20e8-4c2d-a47e-39130903daff,9214,2829
cbce228d-2785-42cd-ba8d-5d3efe12e350,43470,11080
742b6e08-716f-42ad-af49-a3ce5caf4780,895,320
5b1d8a50-ce14-44e8-8e47-a572a7fa9d45,802,366
427070d3-ccde-4f3a-b5c7-42a02d390ab6,19118,4486
17747e3d-6f4f-4bc5-9923-f74d0849912c,7789,2695
2ee1f4da-986b-4f58-87c6-ec442d7bd861,3620,1112
aa7f481f-49f4-4f2b-9490-c86f800ae3e5,71868,10546
f5d5e629-1568-48f7-bb12-947872eceb9f,4095,1120
4ca70f11-87df-4c1c-a343-740bede1c3b7,4878,1793
42707342-37af-4029-8f10-31fb90653b57,4776,1854
97925f01-ff4d-48bd-9a5b-851c7b3ae20c,5480,1969
a1da41dc-7884-4183-a71a-020a0b08218b,157184,42270
c242121f-ec71-465e-916e-156e5e6b6ed9,122017,34445
8f6c4d07-0b4f-495d-97ff-5b6102ee5019,5087,1981
ba61c319-04c8-4106-89be-8d87ced80e9c,24140,3366
6d0c607c-42ad-4ffc-8b52-d752c967b9a8,3969,1204
8c9db1ef-0264-4369-8341-be8ce07af1d3,14,4
5df290ad-da20-4645-a720-6e259de66a18,7717,1328
