mbid,tempo,danceability,key,key_scale,loudness,dynamic_complexity
586f26f8-1d72-4a59-a3e7-f53956c8bdf5,105.801849365,1.02984189987,D,major,0.934301972389,3.69577145576
62591878-af86-4b11-835b-0307c62f5e3b,89.9485549927,1.31903731823,D,major,0.943333208561,3.14654445648
f6b2c07a-b6e0-4244-92ba-82535500a816,120.040924072,1.202039361,B,major,0.613280653954,5.20471715927
a53fe01d-5c2d-4c71-9684-9ef814df9c9b,151.490463257,1.23357486725,F,minor,0.914360105991,3.4696803093
4fde8e1d-460d-4153-9678-16cac3729897,136.029373169,1.0328707695,G,major,0.541290819645,4.54918718338
6eb3b05c-80d4-4c14-af61-89f63de23cf4,101.063171387,1.4149671793,A,minor,0.950142502785,3.17894291878
16af2ad0-4c42-482f-b369-51cdc546e59d,98.4086837769,1.00602769852,E,minor,0.819983899593,4.9087433815
b3a433c9-9cd3-400a-874a-a5a8641c18ea,83.4214935303,0.994423925877,F,major,0.751850366592,5.29831266403
65b7256f-b063-49e9-acec-3d4340ce7292,125.022224426,1.30798125267,G,major,0.933162391186,2.60963845253
b653ae7f-8b92-4ea2-a133-63fcd355ca50,152.775360107,0.961538374424,G#,major,0.485198616982,5.85261917114
f3d568df-eae7-4d8a-a430-dd4609f4f3df,135.978912354,1.00532984734,A,minor,0.96243917942,2.35927438736
0b958a4b-6ed1-447b-be3f-fb91270c469f,144.82522583,1.43268609047,D,major,0.908640503883,3.93851566315
65f9fb5c-7f44-4aae-b79d-170909baa40f,144.450759888,0.939233720303,D#,major,0.595042765141,6.50018262863
5a6e1d23-f7ee-4d79-a1a7-bf672c185f5f,132.996429443,1.52300298214,B,major,0.953607618809,2.32145380974
47184c8b-f2a1-4781-adc4-0e425e63ee24,131.018569946,1.68018257618,A#,minor,0.956715166569,3.41252064705
f4c0b8c6-3034-4098-b3bf-55c562f0f63e,136.788314819,1.17280423641,C,major,0.753717601299,4.29189062119
6be3fc4b-c1fd-479a-8895-0a1c768649fc,129.877365112,1.23187410831,D#,minor,0.876527428627,2.64534449577
80b8463a-2dc4-4410-bd3b-638b67e2734b,122.076774597,1.77020204067,F,major,0.965269088745,3.60997915268
383f8e1e-1017-426c-abd8-6cbf5d3ba4fb,100.007400513,1.14411187172,F#,major,0.853158116341,5.13466691971
1a9974ef-512a-42e9-ba2d-ef1f2a1f0f52,112.774688721,1.13599669933,F,major,0.954464733601,3.14681267738
8078e967-8656-463e-ac74-fcdec48d5290,93.8239135742,1.06934702396,D#,minor,0.841394305229,4.71346902847
57b2e634-aadc-47a7-b4e8-d8976020da98,120.391471863,1.49467527866,G#,major,0.93841958046,2.92681026459
ee861781-b832-45cb-9654-9b8f98f1f7f1,126.098167419,1.09865629673,E,major,0.904619038105,3.7084813118
407dc1f7-b189-4d0b-aa2e-48f4517f5702,124.974967957,1.14062166214,G,major,0.915883302689,3.30337285995
2a00d642-a7ed-4e8c-98c0-d58e9500d8aa,155.118927002,1.16528558731,D#,major,0.920788288116,2.80111217499
4f9b2c21-4baf-4200-8988-2f259c572a1f,131.860427856,1.25302195549,F,minor,0.925742566586,3.53142094612
42abdd93-709c-4ff6-98b3-90e2cf2bd058,150.218215942,1.04062902927,D,minor,0.902029812336,3.61572360992
04f1de29-2fe1-4d37-a3c7-451bba948944,155.86277771,1.0378651619,C,major,0.953097522259,2.28685092926
dcbea9b4-3ea9-4020-9ee9-650b45f5993f,164.121444702,1.07359206676,F,major,0.872581779957,3.9617254734
4ef66885-41c3-4e50-944a-677e742b6611,91.2218093872,0.97184920311,F,major,0.626915454865,4.98821163177
f7470b92-f085-4e86-a913-cabb76c93480,126.024749756,1.03873872757,A,minor,0.933170974255,2.1453974247
07777219-f042-465e-b211-bb881125e797,163.497467041,0.92499679327,D,major,0.668417692184,4.23890113831
e4d63db0-d61d-4089-8016-20fc8813d670,132.920059204,1.17355573177,D#,major,0.939245045185,3.62649583817
3b578443-29b2-4a1d-84b3-294231444c7d,113.822540283,1.04264426231,D,major,0.906640470028,3.63225364685
9f92d4c3-c837-4716-a620-85335184559f,90.7895812988,1.09287953377,G#,minor,0.849351942539,3.69012403488
302ffa9f-ced8-468e-91cf-c43a080fb7da,112.796401978,0.977270126343,A,major,0.867254376411,3.73064756393
2b32a8cc-b62a-462a-af86-d9f4e5104a92,135.78755188,1.17534565926,G,minor,0.898688256741,2.46142840385
1e31d889-7eee-49d3-ba8e-b592e0d3a3c3,90.2516326904,1.05119276047,A,major,0.898806095123,3.05169129372
1bfee1d4-bc72-498f-bec2-db513145e689,172.265563965,1.05413675308,A#,major,0.800498664379,3.55914449692
c62c9734-3cbe-4864-b321-6c3493743fbe,118.993049622,1.42919850349,C#,major,0.978066623211,1.42996752262
385af599-43a9-47fd-96cc-92de8b13f59f,122.996574402,1.18538355827,F#,major,0.899736344814,2.7337641716
d06c6a24-b4ad-4a58-98fc-ad6115f807dd,154.918685913,1.13320565224,C#,minor,0.946603536606,2.55342578888
b4df319f-15de-4dcf-94e1-158d9962b3b3,134.917373657,1.0614682436,A,major,0.85306429863,4.88928079605
22e95152-6741-4dfb-b519-6989d48e6d4b,109.222236633,1.03537428379,A,major,0.914121687412,3.25116372108
e2946cd2-3031-4025-a14a-7b10101e7da4,138.966934204,0.970574021339,C,major,0.88700324297,4.28500127792
1bc70b61-95f7-47de-9323-7f85b2022379,90.2761993408,1.08669996262,A,minor,0.945466279984,2.75809025764
20470d62-ee71-420e-849f-638fcd5eb672,105.695915222,1.13585817814,C,major,0.897130548954,4.92755126953
62943cbc-d87a-4a4a-b846-39544d25a967,88.5447998047,1.15349125862,A#,major,0.875857114792,4.99483060837
bbcca32b-fe38-4b7c-b384-f4bb3176f0ab,109.509979248,1.11767315865,A#,minor,0.752298414707,5.35789585114
3c563213-cd0a-4202-ab9b-78d28ea8d3e1,88.6473464966,1.00293040276,G,major,0.713792741299,4.34005975723
bc78821c-e330-4d7e-b74f-af5292f22d7a,172.265060425,1.03395807743,G,major,0.766502320766,4.32155895233
942d9abc-2f3b-4aa0-a097-587392706c71,172.265136719,1.25944006443,C,major,0.948539733887,1.68148994446
db1046c6-3e91-428e-8629-fe3a48b11cd1,101.947914124,1.12848997116,A,minor,0.892727851868,2.02093482018
cbafa2ac-f294-4bc4-b2cf-8734682e3601,122.309303284,0.996308207512,E,major,0.731915235519,5.90207576752
9422a972-a5f0-4beb-801b-f20b8d2ddb06,146.013595581,1.09925341606,A,minor,0.952712833881,2.4603407383
f0139694-3f4d-4217-9ff2-0a161528bed6,105.833969116,1.13472092152,F,major,0.884933590889,3.30780434608
5421dda1-729d-4c6f-8d5a-cddd260d308e,119.979148865,1.06519854069,F,major,0.844883084297,6.29652118683
